Object ID,State FIPS,County,FIPS,ID,County Name,State Abbreviation,State Name,County,Years of Potential Life Lost Rate,Years of Potential Life Lost Rate (Black),Years of Potential Life Lost Rate (Hispanic),Years of Potential Life Lost Rate (White),Percent Fair/Poor Health,Physically Unhealthy Days,Mentally Unhealthy Days,Percent Obese,Food Environment Index,Percent Physically Inactive,Percent With Access to Exercise Opportunities,Percent Excessive Drinking,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),Uninsured,Percent Uninsured,Primary Care Physicians,Primary Care Physicians Rate,Primary Care Physicians Ratio,Mental Health Providers,Mental Health Provider Rate,Mental Health Provider Ratio,Medicare Enrollees,Preventable Hospital Stays Rate,Diabetics,Percent Mammography (White),Cohort Size,Graduation Rate,Some College,Adults Age 25 to 44,Percent Some College,Unemployed,Labor Force,Percent Unemployed,Percent Children in Poverty,Percent Children in Poverty (Black),Percent Children in Poverty (Hispanic),Percent Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,Single-Parent Households,Households,Percent Single-Parent Households,Social Associations,Social Association Rate,Violent Crimes,Violent Crime Rate,Average Daily PM2.5,Presence of Drinking Water Violation,Households with Severe Problems,Percent Severe Housing Problems,Percent Long Commute - Drives Alone,Total Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),Child Deaths,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),Infant Deaths,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),Percent Frequent Physical Distress,Percent Frequent Mental Distress,Percent Diabetic,Food Insecure,Percent Food Insecure,Limited Access to Healthy Foods,Percent Limited Access to Healthy Foods,Drug Overdose Deaths,Drug Overdose Mortality Rate,Range Drug Overdose Mortality Rate,Percent Insufficient Sleep,Uninsured Adults,Percent Adults Uninsured,Uninsured Children,Percent Children Uninsured,Health Care Costs,Other Primary Care Providers Rate,Other Primary Care Providers Ratio,Percent Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),Percent Free or Reduced Lunch,Segregation Index Black/White,Segregation Index Non-white/White,Homicide Rate,Firearm Fatalities,Firearm Fatalities Rate,2016 Population,Percent Less than 18 Years of Age,Percent 65 and over,African American,Percent African American,American Indian/Alaskan Native,Percent American Indian/Alaskan Native,Asian,Percent Asian,Native Hawaiian/Other Pacific Islander,Percent Native Hawaiian/Other Pacific Islander,Hispanic,Percent Hispanic,Non-Hispanic White,Percent Non-Hispanic White,Not Proficient in English,Percent Not Proficient in English,Percent Female,Rural,Percent Rural,Length of Life Rank,Length of Life Quartile,Quality of Life Rank,Quality of Life Quartile,Health Behaviors Rank,Health Behaviors Quartile,Clinical Care Rank,Clinical Care Quartile,Social and Economic Factors Rank,Social and Economic Factors Quartile,Physical Environment Rank,Physical Environment Quartile,Health Outcomes Rank,Health Outcomes Quartile,Health Factors Rank,Health Factors Quartile,Shape__Area,Shape__Length
21,1,23,1023,1023,Choctaw County,AL,Alabama,Choctaw,11558.65,14450.77,,9294.12,24.11,4.7,4.8,39.5,6.2,33.1,27.37,13.03,33.51,35.88,,30.43,1219,11.82,5,37.97,2634:01:00,,,,232,64.87,425,54.74,124,87.5,1557,2795,55.71,382,4300,8.88,32.6,45.33,,17.32,74809,13110,5.7,1182,2743,43.09,27,20.5,14,111.42,9.6,No,745,13.48,45.6,260,522.3,560.9,,505.4,,,,,,,,,,,14.66,14.21,16.6,2850,21.2,1010,7.29,,,5,38.29,1126,14.67,104,3.72,11241,30.79,3248:01:00,34.48,32691,23902,8190,45269,56.79,36.75,35.73,10.64,13,19.54,12993,20.3,21.82,5382,41.42,28,0.22,20,0.15,1,0.01,125,0.96,7357,56.62,0,0,52.44,13859,100,49,3,47,3,27,2,35,3,52,4,15,1,50,3,35,3,3328269110,324617.084
22,1,25,1025,1025,Clarke County,AL,Alabama,Clarke,9133.84,10725.95,,8226.21,27.7,5,4.8,38.4,5.2,29.4,48.09,13.35,41.03,42.81,,37.86,2505,12.56,14,56.74,1763:01:00,14,57.4,1742:01:00,283,62.55,508,61.98,380,92.86,2200,5645,38.97,893,8011,11.15,38.9,39.42,,16.67,85299,9695,8.8,1938,5493,35.28,47,19.05,110,439.43,9.6,No,1275,13.02,34.9,425,464,561.2,,409.8,15,67.46,,,,,,,,,15.83,14.63,16.8,6200,24.7,2882,11.15,,,5,40.84,2346,16.07,179,3.15,9935,49.2,2033:01:00,29.46,34061,21373,,42654,56.48,14.39,13.45,6.25,22,17.69,24392,21.95,19.03,10733,44,111,0.46,122,0.5,5,0.02,348,1.43,12879,52.8,56,0.24,52.69,19628,75.98,15,1,55,4,44,3,30,2,60,4,6,1,45,3,53,4,4493109118,454068.7498
23,1,27,1027,1027,Clay County,AL,Alabama,Clay,10235.92,14084.39,,9643.62,20.59,4.5,4.6,38.1,7.8,31.6,46.31,14.82,43.3,40.38,,42.31,1542,14.37,4,29.51,3389:01:00,1,7.41,13492:1,200,57.37,275,,154,92.5,1312,2970,44.18,342,5558,6.15,28.2,33.73,36.36,15.62,72450,16588,4.4,1057,2884,36.65,15,11.07,48,352.21,9.9,No,910,16.34,37.5,279,531.4,762,,497.9,,,,,,,,,,,13.79,13.86,14.4,2030,15,324,2.33,,,6,38.54,1420,18,135,4.5,9782,44.47,2249:01:00,28.73,38512,31272,28333,41947,61.73,22.2,21.4,,,,13492,20.77,20.66,1877,13.91,73,0.54,33,0.24,0,0,411,3.05,10851,80.43,68,0.53,50.96,13932,100,30,2,26,2,18,2,48,3,27,2,37,3,22,2,25,2,2250859034,244231.4486
24,1,33,1033,1033,Colbert County,AL,Alabama,Colbert,10566.51,11719.39,,10709.28,20.25,4.3,4.5,34.6,7.2,30.9,64.5,15.82,38.71,34.82,31.95,40.57,4651,10.6,34,62.55,1599:01:00,14,25.82,3873:01:00,765,74.59,1438,66.57,627,88.85,7045,13031,54.06,1662,23707,7.01,25.1,34.54,7.66,20.96,85487,17063,5,4119,11687,35.24,99,18.21,245,449.59,10.2,No,3525,15.71,26.1,1026,504.3,591.3,,499.7,37,78.92,,,,39,9.36,,,,13.11,13.37,17.4,9040,16.6,3566,6.55,14,8.58,5,36.95,4318,13.36,372,3.06,10879,121.74,821:01:00,17.81,46572,31813,38750,46991,49.75,26.56,21.41,3.67,42,15.44,54216,21.2,19.22,8624,15.91,352,0.65,303,0.56,28,0.05,1341,2.47,42714,78.78,104,0.2,51.75,23891,43.89,36,3,20,2,6,1,9,1,24,2,40,3,24,2,12,1,2389350033,267555.0729
25,1,35,1035,1035,Conecuh County,AL,Alabama,Conecuh,12051.45,14747.64,,9824.67,29.07,5.6,5.3,38.2,5.1,31,36.6,11.45,46.33,49.91,,40.19,1457,14.66,5,39.46,2534:01:00,8,64.54,1549:01:00,174,140.09,346,67.01,91,82.5,1021,2634,38.76,396,4593,8.62,43.9,70.36,,21.6,60119,11231,5.4,1309,2802,46.72,12,9.47,72,566.46,9.1,No,945,18.79,38.9,272,548.5,628.8,,489.8,,,,,,,,,,,17.94,16.52,18.2,3140,24.4,1750,13.23,,,9,42.32,1371,18.85,96,3.4,10935,16.14,6198:01:00,35.92,29758,21059,26042,31237,61.31,21.87,19.38,,12,18.87,12395,21.11,21.47,5739,46.3,48,0.39,22,0.18,4,0.03,248,2,6193,49.96,0,0,51.91,10708,80.95,56,4,63,4,58,4,67,4,63,4,58,4,60,4,65,4,3042699776,304807.2113
26,1,43,1043,1043,Cullman County,AL,Alabama,Cullman,10054.25,,,,20.7,4.5,4.8,34.6,8.2,29.3,55.28,15.9,46.51,27.65,53.43,46.99,9426,14.15,45,54.87,1822:01:00,94,113.98,877:01:00,975,58.65,1501,,954,90.86,10369,19829,52.29,1923,37715,5.1,20.7,33.97,50.29,18.56,78207,17305,4.5,5195,18037,28.8,99,12.07,137,169.68,11.3,No,4565,14.65,35.8,1465,492.5,,,,37,50.37,,,,43,6.38,,,,13.75,13.86,16.3,10480,12.9,2500,3.11,65,26.45,6,35.37,8784,18.11,711,3.74,10124,77.6,1289:01:00,18.45,41543,32054,29269,39955,51.63,75.79,27.25,3.17,61,14.99,82471,22.48,18.24,948,1.15,503,0.61,454,0.55,57,0.07,3567,4.33,76107,92.28,746,0.98,50.61,58889,73.24,28,2,17,1,24,2,14,1,10,1,52,4,19,2,16,1,2861135651,292530.5482
27,1,47,1047,1047,Dallas County,AL,Alabama,Dallas,12998.98,14163.01,,10155.86,28.71,5.1,5.1,42.4,4.3,29.8,55.41,12.02,48.55,52.77,,31.72,4119,12.13,29,70.51,1418:01:00,18,44.99,2223:01:00,432,63.59,765,58.76,507,90.08,4415,9365,47.14,1459,15530,9.39,58.3,62.08,,31.49,67389,9930,6.8,7650,10342,73.97,56,13.62,329,774.11,10.1,No,3860,23.74,26.9,902,639.9,709.5,,517.4,29,69.99,,,,28,6.98,,,,17.36,16.54,17.5,12550,29.8,5064,11.56,,,5,42.32,3888,16.21,255,2.42,10329,39.99,2501:01:00,27.52,30488,21640,31458,50974,66.28,50.5,49.96,29.84,74,35.63,40008,24.63,16.83,27951,69.86,95,0.24,187,0.47,15,0.04,426,1.06,11051,27.62,41,0.11,53.81,19999,45.64,60,4,59,4,62,4,27,2,64,4,44,3,61,4,63,4,3614953567,359952.125
28,1,51,1051,1051,Elmore County,AL,Alabama,Elmore,8817.98,9147.51,,9023.76,18.96,4.2,4.4,36.5,7.6,29.6,53.59,16.57,33.24,38.64,31.56,31.45,6033,9.32,24,29.46,3395:01:00,9,11,9089:01:00,820,63.86,1244,66.49,987,90.38,11607,22163,52.37,1809,36726,4.93,20.2,38.46,31.46,16.68,100788,23492,4.3,6139,18495,33.19,85,10.43,223,275.58,11.1,No,3230,11.29,46.3,1217,440.7,494.7,,436.3,60,80.6,95.36,,78.13,48,7.03,10.59,,5.93,12.63,12.77,13.2,11430,14.2,5506,6.94,23,9.42,4,38.42,5545,11.97,543,2.81,10032,24.45,4090:01:00,23.04,54553,36558,45588,58488,53.39,29.33,29.27,7.78,82,20.21,81799,22.57,14.81,17219,21.05,387,0.47,595,0.73,100,0.12,2318,2.83,60050,73.41,635,0.83,51.51,42973,54.19,12,1,8,1,13,1,13,1,11,1,39,3,9,1,10,1,2404293365,271956.7931
29,1,55,1055,1055,Etowah County,AL,Alabama,Etowah,11419.01,12513.35,,11515.25,22.97,5,4.9,36.8,7,34.2,43.64,13.8,44.08,46.39,68.93,42.26,9969,11.97,84,81.51,1227:01:00,95,92.63,1080:01:00,1251,80.7,2168,56.84,1230,84.07,13328,25302,52.68,2618,43887,5.97,26.8,47.12,47.7,21.65,79411,17315,4.6,8629,22583,38.21,161,15.62,542,544.16,11.2,No,5335,13.34,28.4,2116,556.3,626.8,,555.9,81,89.13,141.22,,72.28,89,10.71,15.69,,8.74,15.11,14.56,15.5,16450,15.9,9817,9.4,55,17.79,9,40.84,9350,15.29,683,2.93,12309,74.1,1350:01:00,18.6,40972,26261,41625,43490,59.47,63.83,58,6.61,77,14.88,102564,21.77,18.15,15823,15.43,651,0.63,830,0.81,300,0.29,3894,3.8,80085,78.08,1475,1.51,51.6,39144,37.48,46,3,36,3,55,4,28,2,36,3,33,2,43,3,39,3,2075153012,248581.4474
30,1,59,1059,1059,Franklin County,AL,Alabama,Franklin,11639.52,10906.12,,12959.37,22.41,4.7,4.9,33.2,7.9,37.7,47.33,14.95,48.87,29.57,68.87,45.2,4336,16.45,15,47.32,2113:01:00,3,9.49,10543:1,436,108.96,748,,373,92.8,3317,7873,42.13,837,13723,6.1,29.4,20.41,52.71,32.39,72853,15993,4.6,3111,7640,40.72,32,10.1,110,345.32,9.9,No,1775,14.5,34.1,602,560,566.6,,609.5,23,74.5,,,,21,6.96,,,,14.88,14.72,13.6,4270,13.5,1306,4.12,17,17.91,9,38.42,3993,21.28,375,4.68,11749,41.1,2433:01:00,21.78,37049,34074,39256,36549,37.64,51.33,46.67,4.51,27,17.07,31628,24.36,16.31,1200,3.79,477,1.51,127,0.4,77,0.24,5310,16.79,24427,77.23,1651,5.6,50.07,22309,70.37,50,3,32,2,28,2,65,4,40,3,7,1,46,3,43,3,2468687290,210511.6445
31,1,63,1063,1063,Greene County,AL,Alabama,Greene,14001.43,14708.38,,12802,34.1,5.6,5.3,42.3,3,31.5,5.89,9.95,42.76,,,,830,12.13,5,58.97,1696:01:00,1,11.87,8422:01:00,112,74.62,218,59.26,101,87.5,805,1925,41.82,293,2893,10.13,49.3,68.07,,18.28,49845,9402,5.3,1365,1990,68.59,10,11.79,73,886.36,9.6,No,495,15.09,50.7,170,573.4,640,,343.3,,,,,,,,,,,18.68,17.12,21.1,2760,31.8,1930,21.34,,,5,45.24,777,15.69,58,2.9,10073,23.75,4211:01:00,29.22,26559,17655,,47330,85.25,22.84,22.89,,,,8422,22.67,19.46,6767,80.35,24,0.28,21,0.25,0,0,100,1.19,1460,17.34,0,0,52.49,9045,100,63,4,67,4,65,4,29,2,65,4,21,2,66,4,64,4,2428586365,420270.4839
32,1,65,1065,1065,Hale County,AL,Alabama,Hale,10560.72,11750.14,,8662,27.48,5.2,5,41.4,6,33.5,29.9,12.91,38.91,42.8,,32.21,1481,12.07,3,19.91,5023:01:00,1,6.69,14952:1,210,72.26,330,64.6,240,86,1530,3265,46.86,471,6050,7.79,34.8,48.04,,12.39,70630,11677,6,1982,3550,55.83,9,5.97,27,193.93,9.9,No,1160,19.56,44.9,276,507.8,552.6,,437.7,10,70.3,,,,,,,,,16.51,15.44,17.1,3600,23.6,732,4.65,,,4,41.8,1373,15.57,118,3.23,10359,33.44,2990:01:00,27.51,35381,23936,33673,50327,66.91,34.31,33.4,,14,18.42,14952,23.8,18.52,8582,57.4,33,0.22,44,0.29,2,0.01,204,1.36,5998,40.12,70,0.49,52.78,14053,89.17,35,3,60,4,59,4,38,3,54,4,62,4,54,4,59,4,2410800461,298710.9506
33,1,71,1071,1071,Jackson County,AL,Alabama,Jackson,11391.86,13349.98,,11882.46,19.52,4.6,4.8,36.9,7.9,31.6,46.78,15.13,44.07,60.49,55.05,43.5,5827,13.83,29,55.32,1808:01:00,22,42.2,2370:01:00,809,83.3,1356,52.54,587,91.51,5351,12393,43.18,1519,23636,6.43,23.6,73.17,64.52,24.29,75126,15492,4.8,3666,11367,32.25,47,8.97,186,360.99,10.7,No,2235,10.94,37.9,1135,554.9,541.9,,573.7,44,96.99,,,,45,11.47,,,,14.43,14.62,14.2,7550,14.3,1742,3.27,12,7.63,5,38.04,5476,17.61,391,3.36,10993,49.87,2005:01:00,17.31,41407,26875,,38879,61.52,53.82,26.63,3.52,55,20.9,52138,21.17,19.41,1724,3.31,833,1.6,290,0.56,54,0.1,1472,2.82,46660,89.49,262,0.52,50.79,40994,77.02,45,3,21,2,43,3,51,4,38,3,35,3,39,3,41,3,4336866400,318269.3996
34,1,73,1073,1073,Jefferson County,AL,Alabama,Jefferson,10474.21,12421.63,5297.45,9461.69,19.84,4,4.3,33.2,6.1,28.4,81.95,16.13,34.09,47.7,67.39,17.55,62034,11.25,700,106,943:01:00,952,144.35,693:01:00,4582,43.91,6194,65.95,7700,88.99,120180,178291,67.41,18211,310908,5.86,22,39.62,45.78,9.59,100292,18129,5.5,65475,151345,43.26,952,14.42,5119,796.84,12.9,No,46700,18,32.4,10702,488.4,573.8,232.3,448.2,530,86.86,120.01,51.68,58.06,684,10.86,15.74,4.82,6.77,13,12.91,12.9,127630,19.4,80804,12.27,539,27.21,9,36.35,57780,14.4,4674,2.97,9862,111.44,897:01:00,16.28,50109,33390,36915,62604,45.45,64.59,60.95,15.81,767,23.24,659521,23.02,15.06,283919,43.05,2076,0.31,11051,1.68,377,0.06,24554,3.72,331347,50.24,7989,1.3,52.68,64752,9.83,34,2,16,1,7,1,2,1,20,2,64,4,21,2,7,1,4202227400,349039.7454
35,1,85,1085,1085,Lowndes County,AL,Alabama,Lowndes,14443.62,16411.77,,10414.29,30.05,5.4,5.1,46.2,4.4,30.6,4.87,10.76,40.02,,,,1023,12.01,1,9.56,10458:1,,,,129,43.62,248,61.9,141,82.5,871,2329,37.4,409,3803,10.75,57.5,56.06,,0.69,61750,11447,5.4,1789,2448,73.08,7,6.69,55,611,10,No,985,22.99,58.7,233,644.6,704.7,,546.7,,,,,,,,,,,17.15,16.01,20.3,3040,28.3,1476,13.06,,,5,42.74,949,15.35,81,3.29,10324,19.31,5179:01:00,36.46,32011,21686,,50568,71.19,23.96,23.84,18.57,12,22.66,10358,22.62,18.85,7547,72.86,30,0.29,36,0.35,4,0.04,157,1.52,2535,24.47,5,0.05,52.74,11299,100,64,4,65,4,64,4,32,2,67,4,60,4,64,4,66,4,2627681520,277558.568
36,1,87,1087,1087,Macon County,AL,Alabama,Macon,13908.73,14909.95,,9593.03,29.98,5.2,4.9,47.8,3.8,32.4,47.41,11.82,23.93,23.38,,38.77,1527,10.84,7,36.64,2729:01:00,70,369.14,271:01:00,214,37.65,391,56.9,202,89,2129,3968,53.65,617,7981,7.73,45.2,39.51,38.61,24.51,69899,12188,5.7,2140,3482,61.46,18,9.42,148,736.55,10.6,No,1685,20.96,36.5,388,574.7,593.1,,524.6,18,128.09,,,,,,,,,16.69,15.31,19.8,5470,27.3,4642,21.64,,,5,45.89,1456,13.54,82,2.3,8009,100.2,998:01:00,12.64,30681,30289,45455,40610,64.53,58.15,57.74,26.36,32,32.75,18963,17.34,18.15,15310,80.74,48,0.25,91,0.48,3,0.02,350,1.85,2951,15.56,12,0.06,54.41,11916,55.55,62,4,58,4,61,4,10,1,57,4,25,2,62,4,54,4,2233635680,240055.1659
37,1,89,1089,1089,Madison County,AL,Alabama,Madison,7545.67,9417.4,3773.65,7366.28,14.72,3.8,4,32.8,7.3,22.7,71.46,15.59,23.27,31.59,51.45,17.22,30501,10.3,323,91.48,1093:01:00,431,120.74,828:01:00,3352,50.42,5023,68.85,4107,91.76,67255,91143,73.79,9016,173295,5.2,18.4,36.74,42.94,7.87,121085,24061,5,24066,78031,30.84,380,10.76,2017,583.72,11.6,No,17650,13.03,24.5,4418,376.3,434.3,150.4,383.7,224,71.11,113.66,41.95,57.69,224,7.76,11.46,,6.32,11.53,12.1,12.3,52210,15.1,25001,7.47,125,11.79,5,36.15,28451,13.05,2303,2.8,9856,88.52,1130:01:00,12.33,61193,37361,45516,70259,35.08,47.9,41.67,6.43,269,15.37,356967,22.08,14.38,87010,24.37,2897,0.81,9504,2.66,432,0.12,17212,4.82,232063,65.01,4035,1.22,51.19,55048,16.44,5,1,2,1,2,1,3,1,2,1,49,3,2,1,2,1,3126256794,292904.0497
38,1,91,1091,1091,Marengo County,AL,Alabama,Marengo,11659.81,12992.64,,10800.49,27.4,5.2,4.8,39.4,5.4,33.6,46.31,11.61,35.08,41.97,,23.53,1740,10.83,7,34.95,2861:01:00,6,30.5,3279:01:00,280,75.58,548,59.33,281,97.08,2289,4489,50.99,568,7640,7.43,36.8,55.81,,17.2,71226,9939,7.2,2676,4630,57.8,36,17.97,96,481.29,9.8,No,1375,16.22,33.5,377,525.2,597.3,,459.8,14,76.06,,,,,,,,,16.69,15.6,18.7,4650,22.9,2655,12.63,,,4,39.26,1601,13.92,153,3.18,10062,61,1639:01:00,20.08,34794,18927,,53852,65.64,26.38,26.3,,19,18.93,19673,22.73,19.81,10027,50.97,45,0.23,60,0.3,35,0.18,497,2.53,8869,45.08,11,0.06,52.73,14575,69.32,51,4,54,4,46,3,43,3,46,3,22,2,55,4,49,3,3568484030,316250.5535
39,1,95,1095,1095,Marshall County,AL,Alabama,Marshall,10600.97,14638.08,4745.53,11543.19,21.96,4.7,5,33.7,8,30.6,62.49,14.57,49.67,48.01,101.16,41.71,12095,15.48,55,58.06,1722:01:00,211,221.74,451:01:00,1238,68.07,1847,,1158,92.2,11711,23749,49.31,2261,41255,5.48,32.1,56.51,59.29,25.18,81838,17913,4.6,7931,23161,34.24,90,9.5,193,212.4,11.3,No,4855,14.06,29.3,1754,528.6,698,216.5,560,66,70.76,,61.75,74.38,76,8.41,,,,14.83,14.75,13,11720,12.4,4825,5.19,58,20.39,6,35.71,11167,20.16,1009,4.23,11227,55.7,1795:01:00,21.48,42117,31033,27133,41443,54.96,64.82,24.73,3.18,79,16.66,95157,24.71,16.88,2109,2.22,1006,1.06,724,0.76,219,0.23,12818,13.47,77498,81.44,3931,4.45,50.68,49550,53.27,37,3,29,2,29,2,49,3,23,2,28,2,33,2,30,2,2374805098,271186.6378
40,1,97,1097,1097,Mobile County,AL,Alabama,Mobile,10126.86,12701.82,3240.72,9059.75,19.88,4.6,4.4,35.8,6.3,29.8,72.55,16.46,42.01,54.23,28.6,33.38,45101,12.99,281,67.65,1478:01:00,325,78.34,1276:01:00,2927,64.74,4348,61.05,4563,86.44,64095,106149,60.38,12716,185092,6.87,30.4,45.19,32.18,14.99,89956,17111,5.3,43217,98726,43.77,461,11.1,2278,549.8,10,No,27615,17.89,35.3,6836,486.5,576.3,142.7,457.7,319,80.31,111.79,,57.28,366,9.35,13.39,,6.39,14.4,13.84,14.7,79390,19.2,42397,10.27,189,15.18,9,37.29,42630,17.06,2752,2.69,10312,82.44,1213:01:00,19.51,45233,28559,41147,54092,49.45,55.76,50.72,14.11,449,21.66,414836,23.7,15.34,147399,35.53,3984,0.96,8360,2.02,244,0.06,11581,2.79,237728,57.31,2869,0.74,52.22,82682,20.02,29,2,37,3,25,2,19,2,45,3,34,2,31,2,29,2,4477685172,403832.8972
41,1,99,1099,1099,Monroe County,AL,Alabama,Monroe,11540.13,12721.91,,11490.66,26.17,5.1,4.8,39.2,5,32.3,55.72,12.12,45.45,48.74,,40.39,2492,14.16,7,32.3,3096:01:00,15,69.67,1435:01:00,264,77.01,444,64.48,300,86,2030,4813,42.18,681,7281,9.35,34.6,60.21,,19.94,67072,7581,8.8,2678,5146,52.04,33,15.23,105,488.24,9.3,Yes,1185,14.12,32.1,394,519.8,617.8,,468.3,24,118.15,,,,23,13.56,,,,16.18,15.12,16.2,5550,25,2962,12.84,,,5,38.05,2318,18.19,193,3.74,9707,32.51,3076:01:00,29.47,36639,15255,,42536,63.39,41.25,39.1,8.98,19,17.27,21530,22.69,18.57,8770,40.73,271,1.26,96,0.45,10,0.05,285,1.32,11772,54.68,18,0.09,52.31,18234,79.04,48,3,56,4,52,4,53,4,61,4,65,4,56,4,60,4,3702606586,333829.6681
42,1,107,1107,1107,Pickens County,AL,Alabama,Pickens,10691.86,13428.67,,9461.39,25.14,5,4.8,35.4,6.8,29.1,5.88,13.84,37.62,44.62,,27.59,1893,12.52,7,33.55,2981:01:00,3,14.76,6775:01:00,281,84.81,516,62.03,202,90,2557,4725,54.12,555,7994,6.94,36.6,60.54,,14.38,72287,11511,6.3,2086,4195,49.73,27,12.94,42,221.08,9.9,No,1295,16.73,45.5,359,480.1,528.1,,473.7,22,132.34,,,,26,16.25,,,,15.74,14.87,15.9,4200,21.2,176,0.89,,,7,40.24,1750,15.81,158,3.69,9856,19.68,5081:01:00,23.39,35968,19207,37857,45829,62.55,39.94,38.99,,13,12.95,20324,19.92,18.16,8092,39.81,52,0.26,70,0.34,58,0.29,879,4.32,11052,54.38,177,0.93,50.03,19746,100,40,3,51,4,42,3,45,3,49,3,18,2,52,4,46,3,3307023988,265086.8738
43,1,109,1109,1109,Pike County,AL,Alabama,Pike,9611.96,12208.61,,8614.52,22.22,4.9,4.9,41.7,6.1,27.3,61.99,16.03,21.53,30.41,,15.43,3667,13.81,16,48.42,2065:01:00,6,18.03,5548:01:00,388,66.74,602,68.77,307,87.5,4546,7777,58.45,969,15157,6.39,36.7,55.13,8.89,12.75,74595,11920,6.3,3118,6600,47.24,34,10.29,149,448.13,9.7,No,2290,17.74,21.8,486,473.7,582.8,,436.8,17,65.46,,,,25,9.28,,,,15.35,14.89,13.4,7410,22.3,2074,6.3,,,5,39.1,3449,17.07,245,3.65,9905,60.09,1664:01:00,,35172,20958,56250,43961,76.45,27.26,24.34,8.19,31,18.65,33286,19.18,14.85,12411,37.29,231,0.69,725,2.18,33,0.1,722,2.17,18648,56.02,468,1.49,52.21,17002,51.68,20,2,45,3,53,4,26,2,47,3,24,2,32,2,47,3,2420583962,253754.8421
44,1,113,1113,1113,Russell County,AL,Alabama,Russell,9186.84,9099.16,,10111.8,23.78,4.7,4.7,40.7,6.6,30.8,66.46,14.66,49.56,47.16,29.69,55.89,5849,11.34,15,25.14,3977:01:00,21,36.1,2770:01:00,470,42.94,976,57.42,664,83.77,10415,16625,62.65,1354,24007,5.64,28.1,40.79,33,24.12,80154,15931,5,6445,14265,45.18,57,9.55,256,441.39,11.2,No,3760,17.43,36.5,998,534.9,534.3,,565.9,45,74.98,100.52,,59.92,60,10.24,14.25,,8.18,14.6,14.27,12.6,11910,20.4,2937,5.55,19,10.71,6,41.25,5554,15.19,326,2.07,10108,17.19,5817:01:00,23.04,38617,32137,48947,42443,67.48,41.61,39.53,11.18,57,19.33,58172,25.06,13.23,25544,43.91,342,0.59,519,0.89,162,0.28,3177,5.46,27372,47.05,384,0.71,51.57,18748,35.41,16,1,40,3,54,4,33,2,33,2,59,4,20,2,44,3,2356612351,237448.8608
45,1,115,1115,1115,St. Clair County,AL,Alabama,St. Clair,9818.21,10092.14,,10101.5,18.14,3.9,4.1,36.3,8.3,30,49.74,15.68,36.4,31.87,33,37.44,8239,11.52,16,18.38,5442:01:00,13,14.77,6771:01:00,620,68.56,967,57.58,877,90.11,12495,22987,54.36,2055,38588,5.33,17.1,20.28,23.24,16.08,95718,22630,4.2,5373,19885,27.02,80,9.19,151,176.38,11.8,No,3875,12.23,52.1,1506,481.3,459,,495.1,50,62.53,,,,52,7.18,,,,11.97,12.35,13.8,11120,12.9,1311,1.57,83,31.7,9,36.63,7699,14.85,595,2.88,10774,34.08,2934:01:00,19.71,57856,37940,54013,56375,47.59,28.95,25.41,4.49,70,16.15,88019,22.81,16.22,8212,9.33,332,0.38,721,0.82,66,0.07,2099,2.38,75620,85.91,377,0.46,50.07,60853,72.8,25,2,3,1,15,1,34,2,9,1,61,4,8,1,18,2,2453248166,294536.4138
46,1,117,1117,1117,Shelby County,AL,Alabama,Shelby,6226.68,6418.98,3932.74,6529.3,14.62,3.7,3.9,29.2,8.6,24.3,88.08,18.77,17.3,17.09,56.53,14.59,14942,8.39,179,85.76,1166:01:00,123,58.4,1712:01:00,1729,40.03,2030,68.97,2074,95.46,42152,56593,74.48,4765,108320,4.4,9.9,17.74,40.1,6.26,128911,30765,4.2,10045,50031,20.08,232,11.12,275,180.18,11.4,No,8490,11.35,45.8,2060,294.7,326.3,168.7,303.5,84,41.63,81.46,,36.39,104,6.18,10.53,,5.62,10.92,11.35,9.4,20350,10,8393,4.3,126,20.13,7,36.7,13630,10.66,1495,2.83,10576,37.51,2666:01:00,10.05,74212,63119,41690,74585,31.04,28.66,24.48,3.09,132,12.8,210622,23.97,14,25813,12.26,817,0.39,4493,2.13,118,0.06,12090,5.74,165072,78.37,3220,1.66,51.49,44762,22.94,1,1,1,1,1,1,1,1,1,1,47,3,1,1,1,1,3006932758,301991.5266
